[W621 21:11:54.558262641 socket.cpp:767] [c10d] The client socket cannot be initialized to connect to [localhost.localdomain]:29500 (errno: 97 - Address family not supported by protocol).

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
[W621 21:11:57.266926466 socket.cpp:767] [c10d] The client socket cannot be initialized to connect to [localhost.localdomain]:29500 (errno: 97 - Address family not supported by protocol).
2026-06-21 21:11:57,917 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-06-21 21:11:57,918 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA RTX PRO 6000 Blackwell Server Edition MIG 1g.24gb, MFU will show as 0%
GPU: NVIDIA RTX PRO 6000 Blackwell Server Edition MIG 1g.24gb | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 120 (bf16 supported))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
WARNING: SDPA has no support for sliding window attention (window_pattern='SSSL'). Your GPU utilization will be terrible.
WARNING: Recommend using --window-pattern L for full context attention without alternating sliding window patterns.
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 8,192
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 8192,
  "n_layer": 8,
  "n_head": 4,
  "n_kv_head": 4,
  "n_embd": 512,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 4,194,304
value_embeds            : 16,777,216
lm_head                 : 4,194,304
transformer_matrices    : 25,166,016
scalars                 : 42
total                   : 50,331,882
Estimated FLOPs per token: 2.202021e+08
Auto-computed optimal batch size: 262,144 tokens
Scaling LRs by 0.7071 for batch size 262,144 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.615182 for depth 8
Scaling the LR for the AdamW parameters ∝1/√(512/768) = 1.224745
Using user-provided number of iterations: 2,000
Total number of training tokens: 524,288,000
Tokens : Scaling params ratio: 17.86
Total training FLOPs estimate: 1.154493e+17
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 16,384
Total batch size 262,144 => gradient accumulation steps: 16
[rank0]:W0621 21:12:02.119000 4342 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Step 00000 | Validation bpb: 3.216757
step 00000/02000 (0.00%) | loss: 9.011375 | lrm: 0.03 | dt: 24311.22ms | tok/sec: 10,782 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/02000 (0.05%) | loss: 9.004721 | lrm: 0.05 | dt: 2323.70ms | tok/sec: 112,813 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/02000 (0.10%) | loss: 8.992590 | lrm: 0.07 | dt: 2324.43ms | tok/sec: 112,777 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00003/02000 (0.15%) | loss: 8.975318 | lrm: 0.10 | dt: 2326.04ms | tok/sec: 112,699 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00004/02000 (0.20%) | loss: 8.952490 | lrm: 0.12 | dt: 2322.76ms | tok/sec: 112,858 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00005/02000 (0.25%) | loss: 8.920047 | lrm: 0.15 | dt: 2320.96ms | tok/sec: 112,946 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00006/02000 (0.30%) | loss: 8.874493 | lrm: 0.17 | dt: 2319.51ms | tok/sec: 113,016 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00007/02000 (0.35%) | loss: 8.808430 | lrm: 0.20 | dt: 2319.84ms | tok/sec: 113,000 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00008/02000 (0.40%) | loss: 8.721847 | lrm: 0.23 | dt: 2318.42ms | tok/sec: 113,070 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00009/02000 (0.45%) | loss: 8.584721 | lrm: 0.25 | dt: 2318.60ms | tok/sec: 113,061 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00010/02000 (0.50%) | loss: 8.415763 | lrm: 0.28 | dt: 2318.98ms | tok/sec: 113,042 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00011/02000 (0.55%) | loss: 8.396518 | lrm: 0.30 | dt: 2319.20ms | tok/sec: 113,032 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.04m | eta: 76.9m
step 00012/02000 (0.60%) | loss: 8.232800 | lrm: 0.33 | dt: 2320.04ms | tok/sec: 112,991 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.08m | eta: 76.9m
step 00013/02000 (0.65%) | loss: 8.034351 | lrm: 0.35 | dt: 2318.77ms | tok/sec: 113,052 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.12m | eta: 76.8m
step 00014/02000 (0.70%) | loss: 7.856655 | lrm: 0.38 | dt: 2318.63ms | tok/sec: 113,059 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.15m | eta: 76.8m
step 00015/02000 (0.75%) | loss: 7.684393 | lrm: 0.40 | dt: 2319.06ms | tok/sec: 113,039 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.19m | eta: 76.7m
step 00016/02000 (0.80%) | loss: 7.507877 | lrm: 0.42 | dt: 2319.07ms | tok/sec: 113,038 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.23m | eta: 76.7m
step 00017/02000 (0.85%) | loss: 7.363708 | lrm: 0.45 | dt: 2319.16ms | tok/sec: 113,033 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.27m | eta: 76.6m
step 00018/02000 (0.90%) | loss: 7.212308 | lrm: 0.47 | dt: 2319.00ms | tok/sec: 113,042 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.31m | eta: 76.6m
step 00019/02000 (0.95%) | loss: 7.059035 | lrm: 0.50 | dt: 2318.03ms | tok/sec: 113,089 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.35m | eta: 76.6m
step 00020/02000 (1.00%) | loss: 6.945568 | lrm: 0.53 | dt: 2319.88ms | tok/sec: 112,998 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 10 | total time: 0.39m | eta: 76.5m
step 00021/02000 (1.05%) | loss: 6.806461 | lrm: 0.55 | dt: 2319.21ms | tok/sec: 113,031 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 10 | total time: 0.43m | eta: 76.5m
step 00022/02000 (1.10%) | loss: 6.687244 | lrm: 0.57 | dt: 2319.74ms | tok/sec: 113,005 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.46m | eta: 76.5m
step 00023/02000 (1.15%) | loss: 6.571975 | lrm: 0.60 | dt: 2320.24ms | tok/sec: 112,981 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.50m | eta: 76.4m
step 00024/02000 (1.20%) | loss: 6.480565 | lrm: 0.62 | dt: 2318.16ms | tok/sec: 113,082 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.54m | eta: 76.4m
step 00025/02000 (1.25%) | loss: 6.377009 | lrm: 0.65 | dt: 2318.39ms | tok/sec: 113,071 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.58m | eta: 76.3m
step 00026/02000 (1.30%) | loss: 6.299225 | lrm: 0.68 | dt: 2320.14ms | tok/sec: 112,986 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.62m | eta: 76.3m
step 00027/02000 (1.35%) | loss: 6.217452 | lrm: 0.70 | dt: 2320.30ms | tok/sec: 112,978 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.66m | eta: 76.3m
step 00028/02000 (1.40%) | loss: 6.145207 | lrm: 0.72 | dt: 2320.68ms | tok/sec: 112,959 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.70m | eta: 76.2m
step 00029/02000 (1.45%) | loss: 6.084717 | lrm: 0.75 | dt: 2320.78ms | tok/sec: 112,955 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.73m | eta: 76.2m
step 00030/02000 (1.50%) | loss: 6.020988 | lrm: 0.78 | dt: 2317.03ms | tok/sec: 113,137 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.77m | eta: 76.1m
step 00031/02000 (1.55%) | loss: 5.957316 | lrm: 0.80 | dt: 2317.17ms | tok/sec: 113,131 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.81m | eta: 76.1m
step 00032/02000 (1.60%) | loss: 5.907591 | lrm: 0.82 | dt: 2319.73ms | tok/sec: 113,006 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.85m | eta: 76.1m
step 00033/02000 (1.65%) | loss: 5.862836 | lrm: 0.85 | dt: 2320.07ms | tok/sec: 112,989 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.89m | eta: 76.0m
step 00034/02000 (1.70%) | loss: 5.818540 | lrm: 0.88 | dt: 2317.11ms | tok/sec: 113,133 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.93m | eta: 76.0m
step 00035/02000 (1.75%) | loss: 5.769192 | lrm: 0.90 | dt: 2319.04ms | tok/sec: 113,040 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.97m | eta: 76.0m
step 00036/02000 (1.80%) | loss: 5.729576 | lrm: 0.93 | dt: 2319.36ms | tok/sec: 113,024 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 1.00m | eta: 75.9m
step 00037/02000 (1.85%) | loss: 5.695180 | lrm: 0.95 | dt: 2320.69ms | tok/sec: 112,959 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 18 | total time: 1.04m | eta: 75.9m
step 00038/02000 (1.90%) | loss: 5.670353 | lrm: 0.97 | dt: 2319.41ms | tok/sec: 113,021 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 18 | total time: 1.08m | eta: 75.8m
step 00039/02000 (1.95%) | loss: 5.639094 | lrm: 1.00 | dt: 2319.77ms | tok/sec: 113,004 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 19 | total time: 1.12m | eta: 75.8m
step 00040/02000 (2.00%) | loss: 5.606613 | lrm: 1.00 | dt: 2320.10ms | tok/sec: 112,988 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 19 | total time: 1.16m | eta: 75.8m
step 00041/02000 (2.05%) | loss: 5.577545 | lrm: 1.00 | dt: 2318.65ms | tok/sec: 113,059 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 20 | total time: 1.20m | eta: 75.7m
step 00042/02000 (2.10%) | loss: 5.561674 | lrm: 1.00 | dt: 2319.26ms | tok/sec: 113,029 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 20 | total time: 1.24m | eta: 75.7m
step 00043/02000 (2.15%) | loss: 5.529778 | lrm: 1.00 | dt: 2319.67ms | tok/sec: 113,009 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 21 | total time: 1.28m | eta: 75.6m
step 00044/02000 (2.20%) | loss: 5.496419 | lrm: 1.00 | dt: 2319.10ms | tok/sec: 113,037 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 21 | total time: 1.31m | eta: 75.6m
step 00045/02000 (2.25%) | loss: 5.479980 | lrm: 1.00 | dt: 2319.18ms | tok/sec: 113,032 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 22 | total time: 1.35m | eta: 75.6m
step 00046/02000 (2.30%) | loss: 5.470550 | lrm: 1.00 | dt: 2319.30ms | tok/sec: 113,027 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 22 | total time: 1.39m | eta: 75.5m
step 00047/02000 (2.35%) | loss: 5.453699 | lrm: 1.00 | dt: 2318.91ms | tok/sec: 113,046 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 23 | total time: 1.43m | eta: 75.5m
step 00048/02000 (2.40%) | loss: 5.444523 | lrm: 1.00 | dt: 2320.63ms | tok/sec: 112,962 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 23 | total time: 1.47m | eta: 75.5m
step 00049/02000 (2.45%) | loss: 5.418028 | lrm: 1.00 | dt: 2318.28ms | tok/sec: 113,077 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 24 | total time: 1.51m | eta: 75.4m
step 00050/02000 (2.50%) | loss: 5.409885 | lrm: 1.00 | dt: 2319.90ms | tok/sec: 112,998 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 24 | total time: 1.55m | eta: 75.4m
